Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""0857197681""","=""9780857197689""",5,4.29,Harriman House,Paperback,242,2020,2020,2021/10/17,2021/10/16,,,read,,,,1,0
112247,"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896834""","=""9780201896831""",0,4.38,Addison-Wesley,Hardcover,672,1997,1973,,2021/09/18,to-read,to-read (#100),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",4,4.16,Oxford University Press,Paperback,360,2006,1976,2021/08/27,2021/06/25,,,read,,,,1,0
43261127,Tiny Habits: The Small Changes That Change Everything,B.J.  Fogg,"Fogg, B.J.",,"=""0358003326""","=""9780358003328""",0,4.14,Harvest,Hardcover,320,2020,2019,,2021/08/22,to-read,to-read (#99),to-read,,,,0,0
1085741,Existence: A New Dimension in Psychiatry and Psychology,Ernest Angel,"Angel, Ernest","Henri F. Ellenberger, Rollo May","=""0671203142""","=""9780671203146""",0,4.06,Simon & Schuster,Paperback,456,1958,1958,,2021/08/22,to-read,to-read (#98),to-read,,,,0,0
40108445,പ്രാചീനകേരളത്തിന്റെ ചരിത്രം | Pracheena Keralathinte Charithram,Sivasankaran Nair K,"K, Sivasankaran Nair",,"=""8126450290""","=""9788126450299""",5,3.90,DC Books,Paperback,455,2014,,2021/08/16,2021/06/29,,,read,,,,1,0
25221029,ENNILOODE,കുഞ്ഞുണ്ണി | Kunjunni,"Kunjunni, കുഞ്ഞുണ്ണി |",,"=""8124004110""","=""9788124004111""",5,4.00,DC Books,Paperback,75,2014,1969,2021/08/14,2021/08/14,,,read,,,,1,0
25852860,The Martian,Andy Weir,"Weir, Andy",,"=""110190500X""","=""9781101905005""",5,4.42,Ballantine Books,Paperback,435,2015,2011,2021/07/20,2021/06/29,,,read,,,,1,0
11295292,ഫ്രാൻസിസ് ഇട്ടിക്കോര | Francis Itty Cora,T.D. Ramakrishnan,"Ramakrishnan, T.D.",,"=""""","=""9788126424580""",0,3.70,DC Books,Paperback,308,2009,2009,,2021/06/26,currently-reading,currently-reading (#1),currently-reading,,,,1,0
17251583,പരിണാമം | Parinámam,M.P. Narayana Pillai,"Pillai, M.P. Narayana",,"=""8171303226""","=""9788171303229""",5,4.14,DC Books,Paperback,480,2014,1989,2021/06/26,2021/06/08,,,read,,,,1,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",4,3.97,"Little, Brown and Company",Hardcover,305,2013,2013,2021/06/24,2020/09/14,,,read,,,,1,0
64369,Mindfulness in Plain English,Henepola Gunaratana,"Gunaratana, Henepola",Lauri Porceddu,"=""0861713214""","=""9780861713219""",2,4.16,Wisdom Publications,Paperback,208,1996,1992,2021/06/19,2016/02/27,,,read,,,,1,0
56668328,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316296619""","=""9780316296618""",5,4.02,"Little, Brown and Company",Hardcover,256,2021,2021,2021/06/16,2021/06/07,,,read,"Listening to the audio book is such a delightful experience. Such an engaging narration (by the author himself) and the audio design is amazing. I felt listening to a well produced documentary. <br/><br/>And as usual, brilliant writing by Malcom Gladwell. ",,,1,0
13170496,മതിലുകള്‍ | Mathilukal,Vaikom Muhammad Basheer,"Basheer, Vaikom Muhammad",,"=""""","=""""",5,4.19,DC Books,Paperback,64,1983,1965,2021/06/08,2017/07/16,,,read,,,,1,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",5,4.10,Random House,Hardcover,426,2012,2012,2021/06/07,2019/09/26,,,read,,,,1,0
11162896,ഒരു ദേശത്തിന്റെ കഥ | Oru Desathinte Katha,S.K. Pottekkatt,"Pottekkatt, S.K.",,"=""8171305709""","=""9788171305704""",5,4.21,ഡി സി ബുക്സ്,Paperback,566,,1971,2021/06/04,2021/05/17,,,read,,,,1,0
39705601,Fill Your Funnel: Selling with Social Media,Tom Hopkins,"Hopkins, Tom","Dan Portik, Daniel Portik","=""1641462841""","=""9781641462846""",2,3.21,Made For Success Publishing,Kindle Edition,120,2018,2018,2021/05/17,2021/05/12,,,read,,,,1,0
20171352,The Lusiads,Luís de Camões,"Camões, Luís de",William Walker Atkinson,"=""0141962461""","=""9780141962467""",0,3.99,Penguin,Kindle Edition,260,2007,1572,,2021/05/13,to-read,to-read (#97),to-read,,,,0,0
35249663,Inspired: How to Create Tech Products Customers Love,Marty Cagan,"Cagan, Marty",,"=""1119387507""","=""9781119387503""",3,4.23,Wiley,Hardcover,349,2017,2008,2021/05/12,2021/05/05,,,read,,,,1,0
20359147,കേരളചരിത്രം | Keralacharithram,A. Sreedhara Menon,"Menon, A. Sreedhara",,"=""8126415886""","=""9788126415885""",5,3.86,DC Books,Paperback,440,2007,1967,2021/05/07,2021/04/20,,,read,,,,1,0
13426060,The Strategist: Be the Leader Your Business Needs,Cynthia A. Montgomery,"Montgomery, Cynthia A.",,"=""0062071017""","=""9780062071019""",1,3.87,Collins,Hardcover,189,2013,2012,,2020/07/08,,,read,,,,2,0
12525276,Conversion Marketing:  Convert Website Visitors to Buyers,Bryan Heathman,"Heathman, Bryan",,"=""""","=""""",1,3.12,Made for Success,Nook,110,2011,2011,2021/05/05,2021/05/04,,,read,I had to skim it through since this book covers just basic digital marketing and I could find not find much value ,,,1,0
24970321,Pravachakan | പ്രവാചകൻ | The Prophet,Kahlil Gibran,"Gibran, Kahlil",ബോബി ജോസ് കട്ടികാട് | Bobby Jose Kattikadu,"=""""","=""""",5,4.23,Theo Books,Paperback,60,2014,1923,2021/05/04,2021/05/04,,,read,,,,1,0
27820179,Keralacharithrathinte Nattuvazhikal,N.M. Namboothiri,"Namboothiri, N.M.",P K Sivadas,"=""8126445963""","=""9788126445967""",2,1.67,DC Books,Paperback,654,2015,2009,2021/05/04,2021/05/04,,,read,It’s biased and presents urban stories (and myths) as history without much factual evidence ,,,1,0
40534545,Ikigai: The Japanese Secret to a Long and Happy Life / The Little Book of Hygge / Lagom: The Swedish Art of Balanced Living,Héctor  García,"García, Héctor",Francesc Miralles,"=""9123672609""","=""9789123672608""",4,3.85,Hutchinson/Penguin Life/Gaia,Hardcover,,2018,2018,2021/05/04,2021/05/04,,,read,,,,1,0
114841,Innovation and Entrepreneurship,Peter F. Drucker,"Drucker, Peter F.",,"=""0887306187""","=""9780887306181""",2,4.08,Collins,Paperback,288,1993,1985,2021/05/04,2021/05/04,,,read,Outdated ideas and examples mostly. ,,,1,0
3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,"Sowell, Thomas",,"=""0465081436""","=""9780465081431""",2,4.19,Basic Books,Hardcover,256,2003,2003,2021/05/04,2021/04/28,,,read,,,,1,0
1529826,Drawing Expressive Portraits,Paul Leveille,"Leveille, Paul",,"=""1581802455""","=""9781581802450""",5,3.86,North Light Books,Paperback,,2001,1996,2021/05/03,2020/05/27,,,read,,,,1,0
32622193,A Little History of Economics,Niall Kishtainy,"Kishtainy, Niall",,"=""0300206364""","=""9780300206364""",4,4.08,Yale University Press,Hardcover,256,2017,,2021/04/27,2021/04/25,,,read,,,,1,0
29445816,Origins: The Search for Our Prehistoric Past,Frank H.T. Rhodes,"Rhodes, Frank H.T.",,"=""1501702440""","=""9781501702440""",4,3.77,Comstock Publishing Associates,Hardcover,344,2016,,2021/04/21,2021/04/15,,,read,,,,1,0
55305389,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878115""","=""9781984878113""",5,4.13,Viking,Kindle Edition,319,2021,2021,2021/04/20,2021/03/11,,,read,,,,1,0
43665604,How to Win an Indian Election,Shivam Shankar Singh,"Singh, Shivam Shankar",,"=""0143446843""","=""9780143446842""",0,4.05,Ebury Press,Paperback,248,2019,,,2021/04/17,to-read,to-read (#96),to-read,,,,0,0
42100060,The Mental Toughness Advantage: A 5-Step Program to Boost Your Resilience and Reach Your Goals,Douglas Comstock,"Comstock, Douglas",,"=""164152054X""","=""9781641520546""",2,3.67,Rockridge Press,Kindle Edition,116,2018,2018,2021/04/14,2021/04/14,,,read,,,,1,0
22573915,The Membership Economy,Robbie Kellman Baxter,"Baxter, Robbie Kellman",,"=""0071839321""","=""9780071839327""",3,3.73,McGraw Hill,Hardcover,272,2015,2015,2021/04/13,2021/04/07,,,read,,,,1,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",5,4.34,Harper Business,Hardcover,274,2016,2016,2021/04/06,2021/04/02,,,read,,,,1,0
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",4,4.02,HarperBusiness,Paperback,211,2006,2006,2021/04/02,2020/01/09,,,read,,,,1,0
38472012,Breaking Smart: How Software is Eating the World,Venkatesh G. Rao,"Rao, Venkatesh G.",Grace Witherell,"=""""","=""""",3,4.24,Ribbonfarm.com,Kindle Edition,167,2018,2015,2021/04/02,2021/04/02,,,read,,,,1,0
53019828,The Imposter Cure: How to stop feeling like a fraud and escape the mind-trap of imposter syndrome,Jessamy Hibberd,"Hibberd, Jessamy",,"=""""","=""""",4,3.93,Hachette,Kindle Edition,288,2019,2019,2021/03/31,2021/03/23,,,read,,,,1,0
33233042,AmenOru Kanyasthreeyude Atmakadha (Malayalam),Sister Jesme,"Jesme, Sister",,"=""""","=""""",1,3.01,DC Books,Kindle Edition,328,2016,2009,2018/01/11,2017/02/08,,,read,,,,2,0
39282904,Wardley Maps,Simon Wardley,"Wardley, Simon",,"=""""","=""""",0,4.22,,Unknown Binding,709,,,2021/03/29,2021/03/23,,,read,,,,1,0
43535770,15 Minute Mathematician,Anne Rooney,"Rooney, Anne",,"=""1784047422""","=""9781784047429""",5,3.75,GARDNERS VI BOOKS AMS006,Paperback,304,2015,2015,2021/03/11,2021/03/06,,,read,,,,1,0
26535657,From Impossible To Inevitable: How Hyper-Growth Companies Create Predictable Revenue,Aaron Ross,"Ross, Aaron",Jason Lemkin,"=""1119166713""","=""9781119166719""",5,4.19,Wiley,Hardcover,320,2016,2016,2021/03/08,2021/03/01,,,read,,,,1,0
16637255,Maths in Minutes: 200 Key Concepts Explained in an Instant,Paul Glendinning,"Glendinning, Paul",,"=""1780873697""","=""9781780873695""",5,3.60,Quercus,Paperback,416,2012,2012,2021/03/06,2021/03/02,,,read,,,,1,0
9512986,The Personal MBA: Master the Art of Business,Josh Kaufman,"Kaufman, Josh",,"=""1101446080""","=""9781101446089""",5,4.09,Portfolio,Kindle Edition,464,2010,2010,2021/03/03,2020/12/01,,,read,,,,1,0
35747076,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",2,4.05,IT Revolution,Paperback,288,2018,,2019/07/29,2019/03/20,,,read,,,,2,1
18952092,"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,"Klaff, Oren",,"=""007175976X""","=""9780071759762""",4,4.06,McGraw Hill,Kindle Edition,242,2011,2011,2021/02/26,2021/02/24,,,read,,,,1,0
56688463,How to Train Your Mind: Exploring the Productivity Benefits of Meditation,Chris   Bailey,"Bailey, Chris",,"=""""","=""""",2,3.81,,Audiobook,,2021,,2021/02/24,2021/02/22,,,read,,,,1,0
22231627,Brain Rules for Baby: How to Raise a Smart and Happy Child from Zero to Five,John Medina,"Medina, John",,"=""0983263396""","=""9780983263395""",0,4.30,Pear Press,Kindle Edition,372,2014,2010,,2021/02/24,to-read,to-read (#95),to-read,,,,0,0
30197119,Liminal Thinking,Dave  Gray,"Gray, Dave",,"=""""","=""""",2,3.93,Rosenfeld Media,Paperback,224,2016,2016,2021/02/22,2021/02/20,,,read,,,,1,0
12688360,Predictable Revenue: Turn Your Business Into a Sales Machine with the $100 Million Best Practices of Salesforce.com,Aaron Ross,"Ross, Aaron",Marylou Tyler,"=""0984380213""","=""9780984380213""",0,3.97,Pebblestorm,Paperback,213,2011,2011,,2021/02/20,to-read,to-read (#94),to-read,,,,0,0
4542642,The Art of War,Sun Tzu,"Tzu, Sun",John Minford,"=""0140455523""","=""9780140455526""",5,3.95,Penguin Books Ltd,Paperback,101,2008,-500,2016/05/02,2016/02/27,favorites,favorites (#14),read,,,,2,1
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",5,4.13,Ecco,Hardcover,392,2015,2015,2021/02/20,2016/02/27,,,read,,,,1,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.17,Simon & Schuster,Hardcover,675,2007,2007,,2021/02/13,to-read,to-read (#93),to-read,,,,0,0
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",5,4.14,Pantheon,Hardcover,335,2018,2018,2021/02/13,2020/05/03,,,read,,,,1,0
16144523,Genesis,Sebastião Salgado,"Salgado, Sebastião",Lélia Wanick Salgado,"=""3836538725""","=""9783836538725""",0,4.74,TASCHEN,Hardcover,517,2013,2013,,2017/10/03,,,read,,,,1,0
3088984,Turning Numbers into Knowledge: Mastering the Art of Problem Solving,Jonathan G. Koomey,"Koomey, Jonathan G.",,"=""0970601921""","=""9780970601926""",0,3.87,Analytics Press,Paperback,247,2008,2003,,2021/02/12,to-read,to-read (#92),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2021/02/12,to-read,to-read (#91),to-read,,,,0,0
17213920,The Game Theory,Uri Bram,"Bram, Uri",,"=""1484884078""","=""9781484884072""",0,3.37,Kuri Books,Paperback,55,2012,2012,,2021/02/12,to-read,to-read (#90),to-read,,,,0,0
13617094,Thinking Statistically,Uri Bram,"Bram, Uri",,"=""""","=""""",0,3.86,,Unknown Binding,78,,2011,,2021/02/12,to-read,to-read (#89),to-read,,,,0,0
116192,How to Read a Financial Report: Wringing Vital Signs Out of the Numbers,John A. Tracy,"Tracy, John A.",,"=""0471478679""","=""9780471478676""",0,3.92,John Wiley & Sons Inc,Paperback,192,2004,1980,,2021/02/12,to-read,to-read (#88),to-read,,,,0,0
6602359,Accounting Made Simple: Accounting Explained in 100 Pages or Less (Financial Topics in 100 Pages or Less),Mike Piper,"Piper, Mike",,"=""0981454224""","=""9780981454221""",0,3.93,"Simple Subjects, LLC",Paperback,114,2013,2008,,2021/02/12,to-read,to-read (#87),to-read,,,,0,0
12661583,"Simple Numbers, Straight Talk, Big Profits!: 4 Keys to Unlock Your Business Potential",Greg Crabtree,"Crabtree, Greg",Beverly Blair Harzog,"=""1608320561""","=""9781608320561""",0,4.15,MJ Lane Publishing,Hardcover,200,2011,2011,,2021/02/12,to-read,to-read (#86),to-read,,,,0,0
5152210,Financial Intelligence for Entrepreneurs: What You Really Need to Know About the Numbers,Karen Berman,"Berman, Karen","Joe Knight, John Case","=""1422119157""","=""9781422119150""",0,4.19,Harvard Business Press,Paperback,262,2008,2008,,2021/02/12,to-read,to-read (#85),to-read,,,,0,0
48816586,Software Engineering at Google: Lessons Learned from Programming Over Time,Titus Winters,"Winters, Titus","Tom Manshreck, Hyrum Wright","=""1492082791""","=""9781492082798""",0,4.20,O'Reilly Media,Paperback,602,2020,2020,,2021/02/06,to-read,to-read (#84),to-read,,,,0,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",5,3.98,Penguin,Kindle Edition,299,2018,2017,2021/02/05,2019/09/26,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",5,4.32,Avery,Kindle Edition,319,2018,2018,2020/03/20,2020/02/27,,,read,"A very well written book. I was feeling uninterested at the beginning because I have already read most of the ideas on initial chapters from other books. Even though, I see this as an opportunity to reinforce those ideas. <br/><br/>But I could find some interesting ideas at the end of the book that I feel can make an impact on my life. ",,,2,0
50083124,"Distributed Tracing in Practice: Instrumenting, Analyzing, and Debugging Microservices",Austin Parker,"Parker, Austin","Daniel Spoonhower, Jonathan Mace, Rebecca Isaacs, Ben Sigelman","=""1492056634""","=""9781492056638""",0,4.06,O'Reilly Media,Paperback,350,2020,,,2021/01/30,to-read,to-read (#83),to-read,,,,0,0
13234710,The Founder's Dilemmas: Anticipating and Avoiding the Pitfalls That Can Sink a Startup (The Kauffman Foundation Series on Innovation and Entrepreneurship),Noam Wasserman,"Wasserman, Noam",,"=""0691149135""","=""9780691149134""",5,4.02,Princeton University Press,Hardcover,480,2012,2011,2021/01/11,2020/06/30,,,read,,,,1,0
44585060,Microcopy: The Complete Guide,Kinneret Yifrah,"Yifrah, Kinneret",Jacqui Licht,"=""9655727947""","=""9789655727944""",5,4.40,Nemala,Paperback,272,2019,,2020/07/09,2020/02/03,,,read,,,,1,0
55364115,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",0,4.32,Random House Audio,Audible Audio,27,2020,2020,,2020/12/21,to-read,to-read (#82),to-read,,,,0,0
242530,The Hero's Journey: Joseph Campbell on His Life & Work (Works),Joseph Campbell,"Campbell, Joseph",Phil Cousineau,"=""1577314042""","=""9781577314042""",5,4.29,New World Library,cloth,288,2003,1990,2020/12/21,2020/12/11,,,read,,,,1,0
37532582,Bigger Than This: How to Turn Any Venture Into An Admired Brand,Fabian Geyrhalter,"Geyrhalter, Fabian",,"=""0989646173""","=""9780989646178""",5,4.19,Brandtro,Paperback,202,2018,,2020/12/17,2020/12/17,,,read,,,,1,0
50992352,How to Launch a Brand: Your Step-By-Step Guide to Crafting a Brand from Positioning to Naming and Brand Identity,Fabian Geyrhalter,"Geyrhalter, Fabian",,"=""0989646130""","=""9780989646130""",4,3.91,Brandtro,Paperback,122,2020,,2020/12/17,2020/12/17,,,read,,,,1,0
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.39,Magrathea Publishing,Kindle Edition,244,2020,2020,,2020/12/11,to-read,to-read (#81),to-read,,,,0,0
26530322,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,"Waal, Frans de",,"=""0393246183""","=""9780393246186""",5,3.97,W. W. Norton & Company,Hardcover,340,2016,2016,2020/12/11,2017/04/19,,,read,,,,1,0
37886498,The Practicing Stoic,Ward Farnsworth,"Farnsworth, Ward",,"=""1567926118""","=""9781567926118""",3,4.35,"David R. Godine, Publisher",Hardcover,292,2018,2018,2020/12/11,2020/11/05,,,read,,,,1,0
53731766,Conceptual Programming with Python,Thorsten Altenkirch,"Altenkirch, Thorsten",,"=""""","=""""",4,4.50,,Kindle Edition,,2020,2019,2020/12/01,2020/10/16,,,read,,,,1,0
26895830,Digital Marketing for Dummies,Ryan Deiss,"Deiss, Ryan",Russ Henneberry,"=""1119235596""","=""9781119235590""",5,4.03,For Dummies,Paperback,360,2017,,2020/11/05,2020/10/23,,,read,,,,1,0
30301920,Typography Pocket Essentials,Alastair Campbell,"Campbell, Alastair",Alistair Dabbs,"=""""","=""""",4,4.12,Ilex Press,Kindle Edition,226,2014,2014,2019/09/21,2019/09/08,,,read,,,,1,1
32714199,The Craving Mind: From Cigarettes to Smartphones to Love – Why We Get Hooked and How We Can Break Bad Habits,Judson Brewer,"Brewer, Judson",Jon Kabat-Zinn,"=""0300223242""","=""9780300223248""",3,3.68,Yale University Press,Hardcover,256,2017,2017,2020/11/05,2020/10/17,,,read,,,,1,0
24822209,Elasticsearch: The Definitive Guide: A Distributed Real-Time Search and Analytics Engine,Clinton Gormley,"Gormley, Clinton",Zachary Tong,"=""1449358519""","=""9781449358518""",5,4.26,O'Reilly Media,Kindle Edition,958,2015,2014,2020/10/19,2020/10/17,,,read,,,,1,0
20663771,Origins: Fourteen Billion Years of Cosmic Evolution,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Donald Goldsmith,"=""0393350398""","=""9780393350395""",3,4.14,W. W. Norton & Company,Paperback,352,2014,2004,2020/10/17,2020/10/06,,,read,,,,1,0
20578350,"Hello, My Name Is Awesome: How to Create Brand Names That Stick",Alexandra Watkins,"Watkins, Alexandra",,"=""1626561869""","=""9781626561861""",5,4.13,Berrett-Koehler Publishers,Paperback,110,2014,2014,2020/10/12,2020/10/12,,,read,,,,1,0
51786641,"Brand New Name: A Proven, Step-by-Step Process to Create an Unforgettable Brand Name",Jeremy  Miller,"Miller, Jeremy",,"=""1989025617""","=""9781989025611""",4,3.93,Page Two,Kindle Edition,239,2019,,2020/10/12,2020/10/12,,,read,,,,1,0
9420697,"The Compound Effect: Jumpstart Your Income, Your Life, Your Success",Darren Hardy,"Hardy, Darren",,"=""""","=""""",2,4.21,SUCCESS Books,Kindle Edition,162,2010,2010,2020/10/06,2020/10/02,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",5,4.01,Time Warner Book Group,Paperback,301,2002,2000,2020/10/02,2020/09/14,,,read,,,,1,0
36565408,ഓര്‍മ്മകളുടെ ഭ്രമണപഥം | Ormakalude Bhramanapadham,Nambi Narayanan,"Narayanan, Nambi",,"=""""","=""9789386429179""",5,4.21,Current Books Thrissur,Paperback,336,2017,,2020/09/26,2020/09/11,,,read,,,,1,0
7118874,"Theories, Predictions, and Diagnoses: Part Two from What the Dog Saw",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316086150""","=""9780316086158""",0,3.99,"Little, Brown and Company",Kindle Edition,120,2009,2009,,2020/09/14,to-read,to-read (#80),to-read,,,,0,0
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",0,3.85,"Little, Brown and Company",Hardcover,444,2009,2009,,2020/09/14,to-read,to-read (#79),to-read,,,,0,0
34885438,"Unfuck Your Brain: Using Science to Get Over Anxiety, Depression, Anger, Freak-Outs, and Triggers",Faith G. Harper,"Harper, Faith G.",,"=""1621064972""","=""9781621064978""",1,3.32,Microcosm Publishing,Kindle Edition,196,2010,2017,2020/09/13,2020/09/12,,,read,Poor writing and bad audio quality. I couldn’t finish it ,,,1,0
39067892,Cognitive Behavioral Therapy: Techniques for Retraining Your Brain,Jason M. Satterfield,"Satterfield, Jason M.",,"=""1629971359""","=""9781629971353""",4,4.04,Great Courses,Audio CD,,2015,2015,2020/09/12,2020/08/18,,,read,,,,1,0
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""1591847788""","=""9781591847786""",5,4.12,Portfolio,Hardcover,256,2014,2013,2020/09/02,2016/03/18,favorites,favorites (#17),read,,,,2,0
98920,The Bastard of Istanbul,Elif Shafak,"Shafak, Elif",,"=""0670038342""","=""9780670038343""",5,3.88,Viking Adult,Hardcover,368,2007,2006,2020/08/21,2020/05/25,,,read,,,,1,0
31409099,"Storytelling in Design: Defining, Designing, and Selling Multidevice Products",Anna Dahlström,"Dahlström, Anna",,"=""1491959428""","=""9781491959428""",0,3.69,O'Reilly Media,Paperback,412,2019,,,2020/08/16,to-read,to-read (#78),to-read,,,,0,0
34110923,Medical School for Everyone: Grand Rounds Cases,Roy Benaroch,"Benaroch, Roy",,"=""""","=""9781629970677""",4,4.29,The Teaching Company,Audio CD,,2014,2014,2020/08/16,2020/08/05,,,read,,,,1,0
13414626,ദല്‍ഹി ഗാഥകള്‍ | Delhi Gaadhakal,M. Mukundan,"Mukundan, M.",,"=""8126433280""","=""9788126433285""",5,4.16,DC Books,Paperback,496,2011,2010,2018/01/18,2017/12/05,favorites,favorites (#41),read,,,,1,1
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",2,4.14,Riverhead Books,Hardcover,280,2020,2020,2020/08/04,2020/07/30,,,read,,,,1,0
45894164,The Communication Book: 44 Ideas for Better Conversations Every Day,Mikael Krogerus,"Krogerus, Mikael",Roman Tschäppeler,"=""1324001984""","=""9781324001980""",0,3.72,W. W. Norton & Company,Hardcover,208,2020,,,2020/07/30,to-read,to-read (#77),to-read,,,,0,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",5,4.07,Business Plus,Kindle Edition,288,2012,2012,2020/07/30,2020/07/25,,,read,,,,1,0
53694101,The MAF Method: A Personalized Approach to Health and Fitness,Philip Maffetone,"Maffetone, Philip",,"=""""","=""""",3,3.43,,Kindle Edition,78,2020,,2020/07/27,2020/07/27,,,read,Most of the contents are repeated from his previous book The maffeton method and his blog. ,,,1,0
19426996,"The Maffetone Method: The Holistic, Low-Stress, No-Pain Way to Exceptional Fitness",Philip Maffetone,"Maffetone, Philip",,"=""0071784438""","=""9780071784436""",5,3.95,International Marine/Ragged Mountain Press,Kindle Edition,210,1999,1999,2020/07/27,2020/07/20,,,read,,,,1,0
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816021""","=""9780345816023""",2,3.91,Random House Canada,Hardcover,409,2018,2018,2020/07/25,2020/07/21,,,read,I had seen some good reviews about this book but the content is too long with very little value. ,,,1,0
34507927,How to Take Smart Notes,Sönke Ahrens,"Ahrens, Sönke",,"=""""","=""""",0,4.08,,Kindle Edition,178,2017,2017,,2020/07/22,to-read,to-read (#76),to-read,,,,0,0
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",0,4.04,Metropolitan Books,Hardcover,208,2009,2009,,2020/07/22,to-read,to-read (#75),to-read,,,,0,0
10483536,Musicophilia: Tales of Music and the Brain,Oliver Sacks,"Sacks, Oliver",,"=""0330523597""","=""9780330523592""",0,3.95,Picador USA,Paperback,448,2011,2007,,2020/07/22,to-read,to-read (#74),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2020/07/21,2020/07/10,favorites,favorites (#48),read,"After reading this book, Malcom Gladwell is one of my favorite author. <br/>He clearly explains the advantages successful people had in their upbringing how this advantages played a role in their success in their respective field.",,,1,0
31195135,I am The Mind,Deep Trivedi,"Trivedi, Deep",,"=""9384850098""","=""9789384850098""",1,3.82,Aatman Innovations Pvt. Ltd.,Paperback,266,2016,2014,2020/07/10,2020/07/10,,,read,Disappointed. It’s just some BS pseudoscience without any rationalities.<br/>The stories supporting the claims are totally made up and unrealistic.<br/>Distorting psychology to prove his claims and most importantly poorly written. ,,,1,0
19098273,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,"=""0007518005""","=""""",5,3.98,William Collins,Kindle Edition,306,2013,2013,2020/07/10,2020/02/22,,,read,,,,1,0
